Codi,Nom,CodiProvíncia
259010,ValldeCardós,25
259025,SantMartídeRiucorb,25
259031,GuinguetadÀneu,la,25
259046,CastelldeMur,25
259059,RiberadOndara,25
259062,VallsdAguilar,les,25
259078,TorrefetaiFlorejacs,25
259084,FígolsiAlinyà,25
259097,VansaiFórnols,la,25
259101,JosaiTuixén,25
259118,PlansdeSió,els,25
259123,GimenellsielPladelaFont,25
259139,RiudeCerdanya,25
260012,Ábalos,26
260027,Agoncillo,26
260033,AguilardelRíoAlhama,26
260048,AjamildeCameros,26
260051,AlbeldadeIregua,26
260064,Alberite,26
260070,Alcanadre,26
260086,AldeanuevadeEbro,26
260099,Alesanco,26
260103,Alesón,26
260110,Alfaro,26
260125,AlmarzadeCameros,26
260131,Anguciana,26
260146,Anguiano,26
260159,ArenzanadeAbajo,26
260162,ArenzanadeArriba,26
260178,Arnedillo,26
260184,Arnedo,26
260197,Arrúbal,26
260201,Ausejo,26
260218,Autol,26
260223,Azofra,26
260239,Badarán,26
260244,Bañares,26
260257,BañosdeRioja,26
260260,BañosdeRíoTobía,26
260276,Berceo,26
260282,Bergasa,26
260295,BergasillasBajera,26
260309,Bezares,26
260316,Bobadilla,26
260321,BrievadeCameros,26
260337,Briñas,26
260342,Briones,26
260355,CabezóndeCameros,26
260368,Calahorra,26
260374,Camprovín,26
260380,CanalesdelaSierra,26
260393,CanillasdeRíoTuerto,26
260407,Cañas,26
260414,Cárdenas,26
260429,Casalarreina,26
260435,CastañaresdeRioja,26
260440,Castroviejo,26
260453,Cellorigo,26
260466,Cenicero,26
260472,CerveradelRíoAlhama,26
260488,Cidamón,26
260491,Cihuri,26
260504,Cirueña,26
260511,Clavijo,26
260526,Cordovín,26
260532,Corera,26
260547,Cornago,26
260550,Corporales,26
260563,CuzcurritadeRíoTirón,26
260579,DarocadeRioja,26
260585,Enciso,26
260598,Entrena,26
260602,Estollo,26
260619,Ezcaray,26
260624,Foncea,26
260630,Fonzaleche,26
260645,Fuenmayor,26
260658,Galbárruli,26
260661,Galilea,26
260677,GallinerodeCameros,26
260683,Gimileo,26
260696,Grañón,26
260700,Grávalos,26
260717,Haro,26
260722,Herce,26
260738,Herramélluri,26
260743,Hervías,26
260756,Hormilla,26
260769,Hormilleja,26
260775,HornillosdeCameros,26
260781,HornosdeMoncalvillo,26
260794,Huércanos,26
260808,Igea,26
260815,JalóndeCameros,26
260820,LagunadeCameros,26
260836,LagunilladelJubera,26
260841,Lardero,26
260867,LedesmadelaCogolla,26
260873,Leiva,26
260889,LezadeRíoLeza,26
260892,Logroño,26
260913,LumbrerasdeCameros,26
260928,Manjarrés,26
260934,MansilladelaSierra,26
260949,ManzanaresdeRioja,26
260952,Matute,26
260965,Medrano,26
260987,Munilla,26
260990,MurillodeRíoLeza,26
261004,MurodeAguas,26
261011,MuroenCameros,26
261026,Nájera,26
261032,Nalda,26
261047,Navajún,26
261050,Navarrete,26
261063,Nestares,26
261079,NievadeCameros,26
261085,Ocón,26
261098,Ochánduri,26
261102,Ojacastro,26
261119,Ollauri,26
261124,OrtigosadeCameros,26
261130,Pazuengos,26
261145,Pedroso,26
261158,Pinillos,26
261177,Pradejón,26
261183,Pradillo,26
261196,Préjano,26
261200,Quel,26
261217,Rabanera,26
261222,RasillodeCameros,El,26
261238,Redal,El,26
261243,Ribafrecha,26
261256,RincóndeSoto,26
261269,RobresdelCastillo,26
261275,Rodezno,26
261281,Sajazarra,26
261294,SanAsensio,26
261308,SanMillándelaCogolla,26
261315,SanMillándeYécora,26
261320,SanRomándeCameros,26
261341,SantaColoma,26
261354,SantaEngraciadelJubera,26
261367,SantaEulaliaBajera,26
261389,SantoDomingodelaCalzada,26
261392,SanTorcuato,26
261406,SanturdedeRioja,26
261413,Santurdejo,26
261428,SanVicentedelaSonsierra,26
261434,Sojuela,26
261449,Sorzano,26
261452,Sotés,26
261465,SotoenCameros,26
261471,Terroba,26
261487,Tirgo,26
261490,Tobía,26
261503,Tormantos,26
261510,TorrecillaenCameros,26
261525,TorrecillasobreAlesanco,26
261531,TorreenCameros,26
261546,Torremontalbo,26
261559,Treviana,26
261578,Tricio,26
261584,Tudelilla,26
261601,Uruñuela,26
261618,Valdemadera,26
261623,Valgañón,26
261639,Ventosa,26
261644,Ventrosa,26
261657,Viguera,26
261660,VillalbadeRioja,26
261676,VillalobardeRioja,26
261682,VillamedianadeIregua,26
261695,VillanuevadeCameros,26
261709,VillardeArnedo,El,26
261716,VillardeTorre,26
261721,Villarejo,26
261737,Villarroya,26
261742,Villarta-Quintana,26
261755,Villavelayo,26
261768,VillaverdedeRioja,26
261774,VillosladadeCameros,26
261780,ViniegradeAbajo,26
261793,ViniegradeArriba,26
261807,Zarratón,26
261814,Zarzosa,26
261835,Zorraquín,26
270018,Abadín,27
270023,Alfoz,27
270039,AntasdeUlla,27
270044,Baleira,27
270057,Barreiros,27
270060,Becerreá,27
270076,Begonte,27
270082,Bóveda,27
270095,Carballedo,27
270109,CastrodeRei,27
270116,Castroverde,27
270121,Cervantes,27
270137,Cervo,27
270142,Corgo,O,27
270155,Cospeito,27
270168,Chantada,27
270174,FolgosodoCourel,27
270180,Fonsagrada,A,27
270193,Foz,27
270207,Friol,27
270214,Xermade,27
270229,Guitiriz,27
270235,Guntín,27
270240,Incio,O,27
270253,Xove,27
270266,Láncara,27
270272,Lourenzá,27
270288,Lugo,27
270291,Meira,27
270305,Mondoñedo,27
270312,MonfortedeLemos,27
270327,Monterroso,27
270333,Muras,27
270348,NaviadeSuarna,27
270351,NegueiradeMuñiz,27
270370,Nogais,As,27
270386,Ourol,27
270399,OuteirodeRei,27
270403,PalasdeRei,27
270410,Pantón,27
270425,Paradela,27
270431,Páramo,O,27
270446,Pastoriza,A,27
270459,PedrafitadoCebreiro,27
270462,Pol,27
270478,PobradoBrollón,A,27
270484,Pontenova,A,27
270497,Portomarín,27
270500,Quiroga,27
270517,Ribadeo,27
270522,RibasdeSil,27
270538,RibeiradePiquín,27
270543,Riotorto,27
270556,Samos,27
270569,Rábade,27
270575,Sarria,27
270581,Saviñao,O,27
270594,Sober,27
270608,Taboada,27
270615,Trabada,27
270620,Triacastela,27
270636,Valadouro,O,27
270641,Vicedo,O,27
270654,Vilalba,27
270667,Viveiro,27
279019,Baralla,27
279024,Burela,27
280014,Acebeda,La,28
280029,Ajalvir,28
280035,AlamedadelValle,28
280040,Álamo,El,28
280053,AlcaládeHenares,28
280066,Alcobendas,28
280072,Alcorcón,28
280088,AldeadelFresno,28
280091,Algete,28
280105,Alpedrete,28
280112,Ambite,28
280127,Anchuelo,28
280133,Aranjuez,28
280148,ArgandadelRey,28
280151,Arroyomolinos,28
280164,Atazar,El,28
280170,Batres,28
280186,BecerrildelaSierra,28
280199,BelmontedeTajo,28
280203,BerzosadelLozoya,28
280210,Berrueco,El,28
280225,BoadilladelMonte,28
280231,Boalo,El,28
280246,Braojos,28
280259,BreadeTajo,28
280262,Brunete,28
280278,BuitragodelLozoya,28
280284,Bustarviejo,28
280297,CabanillasdelaSierra,28
280301,Cabrera,La,28
280318,CadalsodelosVidrios,28
280323,CamarmadeEsteruelas,28
280339,CampoReal,28
280344,Canencia,28
280357,Carabaña,28
280360,Casarrubuelos,28
280376,Cenicientos,28
280382,Cercedilla,28
280395,CerveradeBuitrago,28
280409,Ciempozuelos,28
280416,Cobeña,28
280421,ColmenardelArroyo,28
280437,ColmenardeOreja,28
280442,Colmenarejo,28
280455,ColmenarViejo,28
280468,ColladoMediano,28
280474,ColladoVillalba,28
280480,Corpa,28
280493,Coslada,28
280506,CubasdelaSagra,28
280513,Chapinería,28
280528,Chinchón,28
280534,DaganzodeArriba,28
280549,Escorial,El,28
280552,Estremera,28
280565,FresnedillasdelaOliva,28
280571,FresnodeTorote,28
280587,Fuenlabrada,28
280590,FuenteelSazdeJarama,28
280604,FuentidueñadeTajo,28
280611,Galapagar,28
280626,GargantadelosMontes,28
280632,GargantilladelLozoyayPinilladeBuitrago,28
280647,Gascones,28
280650,Getafe,28
280663,Griñón,28
280679,GuadalixdelaSierra,28
280685,Guadarrama,28
280698,Hiruela,La,28
280702,HorcajodelaSierra-Aoslos,28
280719,HorcajuelodelaSierra,28
280724,HoyodeManzanares,28
280730,HumanesdeMadrid,28
280745,Leganés,28
280758,Loeches,28
280761,Lozoya,28
280783,Madarcos,28
280796,Madrid,28
280800,Majadahonda,28
280822,ManzanareselReal,28
280838,Meco,28
280843,MejoradadelCampo,28
280856,MirafloresdelaSierra,28
280869,Molar,El,28
280875,Molinos,Los,28
280881,MontejodelaSierra,28
280894,MoralejadeEnmedio,28
280908,Moralzarzal,28
280915,MoratadeTajuña,28
280920,Móstoles,28
280936,Navacerrada,28
280941,Navalafuente,28
280954,Navalagamella,28
280967,Navalcarnero,28
280973,NavarredondaySanMamés,28
280992,NavasdelRey,28
281006,NuevoBaztán,28
281013,OlmedadelasFuentes,28
281028,OruscodeTajuña,28
281049,ParacuellosdeJarama,28
281065,Parla,28
281071,Patones,28
281087,Pedrezuela,28
281090,PelayosdelaPresa,28
281104,PeralesdeTajuña,28
281111,PezueladelasTorres,28
281126,PinilladelValle,28
281132,Pinto,28
281147,Piñuécar-Gandullas,28
281150,PozuelodeAlarcón,28
281163,PozuelodelRey,28
281179,PrádenadelRincón,28
281185,PuebladelaSierra,28
281198,Quijorna,28
281202,Rascafría,28
281219,Redueña,28
281224,Ribatejada,28
281230,Rivas-Vaciamadrid,28
281245,RobledillodelaJara,28
281258,RobledodeChavela,28
281261,Robregordo,28
281277,RozasdeMadrid,Las,28
281283,RozasdePuertoReal,28
281296,SanAgustíndelGuadalix,28
281300,SanFernandodeHenares,28
281317,SanLorenzodeElEscorial,28
281322,SanMartíndelaVega,28
281338,SanMartíndeValdeiglesias,28
281343,SanSebastiándelosReyes,28
281356,SantaMaríadelaAlameda,28
281369,Santorcaz,28
281375,SantosdelaHumosa,Los,28
281381,SernadelMonte,La,28
281408,SerranillosdelValle,28
281415,SevillalaNueva,28
281436,Somosierra,28
281441,SotodelReal,28
281454,TalamancadeJarama,28
281467,Tielmes,28
281473,Titulcia,28
281489,TorrejóndeArdoz,28
281492,TorrejóndelaCalzada,28
281505,TorrejóndeVelasco,28
281512,Torrelaguna,28
281527,Torrelodones,28
281533,TorremochadeJarama,28
281548,TorresdelaAlameda,28
281551,Valdaracete,28
281564,Valdeavero,28
281570,Valdelaguna,28
281586,Valdemanco,28
281599,Valdemaqueda,28
281603,Valdemorillo,28
281610,Valdemoro,28
281625,Valdeolmos-Alalpardo,28
281631,Valdepiélagos,28
281646,ValdetorresdeJarama,28
281659,Valdilecha,28
281662,ValverdedeAlcalá,28
281678,VelilladeSanAntonio,28
281684,Vellón,El,28
281697,Venturada,28
281701,Villaconejos,28
281718,VilladelPrado,28
281723,Villalbilla,28
281739,VillamanriquedeTajo,28
281744,Villamanta,28
281757,Villamantilla,28
281760,VillanuevadelaCañada,28
281776,VillanuevadelPardillo,28
281782,VillanuevadePerales,28
281795,VillardelOlmo,28
281809,VillarejodeSalvanés,28
281816,VillaviciosadeOdón,28
281821,VillaviejadelLozoya,28
281837,Zarzalejo,28
289015,Lozoyuela-Navas-Sieteiglesias,28
289020,PuentesViejas,28
289036,TresCantos,28
290017,Alameda,29
290022,Alcaucín,29
290038,Alfarnate,29
290043,Alfarnatejo,29
290056,Algarrobo,29
290069,Algatocín,29
290075,AlhauríndelaTorre,29
290081,AlhaurínelGrande,29
290094,Almáchar,29
290108,Almargen,29
290115,Almogía,29
290120,Álora,29
290136,Alozaina,29
290141,Alpandeire,29
290154,Antequera,29
290167,Árchez,29
290173,Archidona,29
290189,Ardales,29
290192,Arenas,29
290206,Arriate,29
290213,Atajate,29
290228,Benadalid,29
290234,Benahavís,29
290249,Benalauría,29
290252,Benalmádena,29
290265,Benamargosa,29
290271,Benamocarra,29
290287,Benaoján,29
290290,Benarrabá,29
290304,Borge,El,29
290311,Burgo,El,29
290326,Campillos,29
290332,CanillasdeAceituno,29
290347,CanillasdeAlbaida,29
290350,CañetelaReal,29
290363,Carratraca,29
290379,Cartajima,29
290385,Cártama,29
290398,Casabermeja,29
290402,Casarabonela,29
290419,Casares,29
290424,Coín,29
290430,Colmenar,29
290445,Comares,29
290458,Cómpeta,29
290461,CortesdelaFrontera,29
290477,CuevasBajas,29
290483,CuevasdelBecerro,29
290496,CuevasdeSanMarcos,29
290509,Cútar,29
290516,Estepona,29
290521,Faraján,29
290537,Frigiliana,29
290542,Fuengirola,29
290555,FuentedePiedra,29
290568,Gaucín,29
290574,Genalguacil,29
290580,Guaro,29
290593,Humilladero,29
290607,Igualeja,29
290614,Istán,29
290629,Iznate,29
290635,JimeradeLíbar,29
290640,Jubrique,29
290653,Júzcar,29
290666,Macharaviaya,29
290672,Málaga,29
290688,Manilva,29
290691,Marbella,29
290705,Mijas,29
290712,Moclinejo,29
290727,Mollina,29
290733,Monda,29
290748,Montejaque,29
290751,Nerja,29
290764,Ojén,29
290770,Parauta,29
290799,Periana,29
290803,Pizarra,29
290810,Pujerra,29
290825,RincóndelaVictoria,29
290831,Riogordo,29
290846,Ronda,29
290859,Salares,29
290862,Sayalonga,29
290878,Sedella,29
290884,SierradeYeguas,29
290897,Teba,29
290901,Tolox,29
290918,Torrox,29
290923,Totalán,29
290939,ValledeAbdalajís,29
290944,Vélez-Málaga,29
290957,VillanuevadeAlgaidas,29
290960,VillanuevadelRosario,29
290976,VillanuevadelTrabuco,29
290982,VillanuevadeTapia,29
290995,Viñuela,29
291009,Yunquera,29
299018,Torremolinos,29
299023,VillanuevadelaConcepción,29
299039,Montecorto,29
299044,Serrato,29
300011,Abanilla,30
300026,Abarán,30
300032,Águilas,30
300047,Albudeite,30
300050,Alcantarilla,30
300063,Aledo,30
300079,Alguazas,30
300085,AlhamadeMurcia,30
300098,Archena,30
300102,Beniel,30
300119,Blanca,30
300124,Bullas,30
300130,Calasparra,30
300145,CamposdelRío,30
300158,CaravacadelaCruz,30
300161,Cartagena,30
300177,Cehegín,30
300183,Ceutí,30
300196,Cieza,30
300200,Fortuna,30
300217,FuenteÁlamodeMurcia,30
300222,Jumilla,30
300238,Librilla,30
300243,Lorca,30
300256,Lorquí,30
300269,Mazarrón,30
300275,MolinadeSegura,30
300281,Moratalla,30
300294,Mula,30
300308,Murcia,30
300315,Ojós,30
300320,Pliego,30
300336,PuertoLumbreras,30
300341,Ricote,30
300354,SanJavier,30
300367,SanPedrodelPinatar,30
300373,Torre-Pacheco,30
300389,TorresdeCotillas,Las,30
300392,Totana,30
300406,Ulea,30
300413,Unión,La,30
300428,VillanuevadelRíoSegura,30
300434,Yecla,30
309012,Santomera,30
309027,Alcázares,Los,30
310018,Abáigar,31
310023,Abárzuza/Abartzuza,31
310039,Abaurregaina/AbaurreaAlta,31
310044,Abaurrepea/AbaurreaBaja,31
310057,Aberin,31
310060,Ablitas,31
310076,Adiós,31
310082,AguilardeCodés,31
310095,Aibar/Oibar,31
310109,Altsasu/Alsasua,31
310116,Allín/Allin,31
310121,Allo,31
310137,AméscoaBaja,31
310142,Ancín/Antzin,31
310155,Andosilla,31
310168,Ansoáin/Antsoain,31
310174,Anue,31
310180,Añorbe,31
310193,Aoiz/Agoitz,31
310207,Araitz,31
310214,Aranarache/Aranaratxe,31
310229,Arantza,31
310235,Aranguren,31
310240,Arano,31
310253,Arakil,31
310266,Aras,31
310272,Arbizu,31
310288,Arce/Artzi,31
310291,Arcos,Los,31
310305,Arellano,31
310312,Areso,31
310327,Arguedas,31
310333,Aria,31
310348,Aribe,31
310351,Armañanzas,31
310364,Arróniz,31
310370,Arruazu,31
310386,Artajona,31
310399,Artazu,31
310403,Atetz,31
310410,Ayegui/Aiegi,31
310425,Azagra,31
310431,Azuelo,31
310446,Bakaiku,31
310459,Barásoain,31
310462,Barbarin,31
310478,Bargota,31
310484,Barillas,31
310497,Basaburua,31
310500,Baztan,31
310517,Beire,31
310522,Belascoáin,31
310538,Berbinzana,31
310543,Bertizarana,31
310556,Betelu,31
310569,Biurrun-Olcoz,31
310575,Buñuel,31
310581,Auritz/Burguete,31
310594,Burgui/Burgi,31
310608,Burlada/Burlata,31
310615,Busto,El,31
310620,Cabanillas,31
310636,Cabredo,31
310641,Cadreita,31
310654,Caparroso,31
310667,Cárcar,31
310673,Carcastillo,31
310689,Cascante,31
310692,Cáseda,31
310706,Castejón,31
310713,Castillonuevo,31
310728,Cintruénigo,31
310734,Ziordia,31
310749,Cirauqui/Zirauki,31
310752,Ciriza/Ziritza,31
310765,Cizur,31
310771,Corella,31
310787,Cortes,31
310790,Desojo,31
310804,Dicastillo,31
310811,Donamaria,31
310826,Etxalar,31
310832,Echarri/Etxarri,31
310847,EtxarriAranatz,31
310850,Etxauri,31
310863,ValledeEgüés/Eguesibar,31
310879,Elgorriaga,31
310885,Noáin(ValledeElorz)/Noain(Elortzibar),31
310898,Enériz/Eneritz,31
310902,Eratsun,31
310919,Ergoiena,31
310924,Erro,31
310930,Ezcároz/Ezkaroze,31
310945,Eslava,31
310958,EsparzadeSalazar/EspartzaZaraitzu,31
310961,Espronceda,31
310977,Estella-Lizarra,31
310983,Esteribar,31
310996,Etayo,31
311000,Eulate,31
311017,Ezcabarte,31
311022,Ezkurra,31
311038,Ezprogui,31
311043,Falces,31
311056,Fitero,31
311069,Fontellas,31
311075,Funes,31
311081,Fustiñana,31
311094,Galar,31
311108,Gallipienzo/Galipentzu,31
311115,Gallués/Galoze,31
311120,Garaioa,31
311136,Garde,31
311141,Garínoain,31
311154,Garralda,31
311167,Genevilla,31
311173,Goizueta,31
311189,Goñi,31
311192,Güesa/Gorza,31
311206,Guesálaz/Gesalatz,31
311213,Guirguillano,31
311228,Huarte/Uharte,31
311234,UharteArakil,31
311249,Ibargoiti,31
311252,Igúzquiza,31
311265,Imotz,31
311271,Irañeta,31
311287,Isaba/Izaba,31
311290,Ituren,31
311304,Iturmendi,31
311311,Iza/Itza,31
311326,Izagaondoa,31
311332,Izalzu/Itzaltzu,31
311347,Jaurrieta,31
311350,Javier,31
311363,Juslapeña/Txulapain,31
311379,Beintza-Labaien,31
311385,Lakuntza,31
311398,Lana,31
311402,Lantz,31
311419,Lapoblación,31
311424,Larraga,31
311430,Larraona,31
311445,Larraun,31
311458,Lazagurría,31
311461,Leache/Leatxe,31
311477,Legarda,31
311483,Legaria,31
311496,Leitza,31
311509,Leoz/Leotz,31
311516,Lerga,31
311521,Lerín,31
311537,Lesaka,31
311542,Lezaun,31
311555,Liédena,31
311568,Lizoain-Arriasgoiti/Lizoainibar-Arriasgoiti,31
311574,Lodosa,31
311580,Lónguida/Longida,31
311593,Lumbier,31
311607,Luquin,31
311614,Mañeru,31
311629,Marañón,31
311635,Marcilla,31
311640,Mélida,31
311653,Mendavia,31
311666,Mendaza,31
311672,Mendigorria,31
311688,Metauten,31
311691,Milagro,31
311705,Mirafuentes,31
311712,MirandadeArga,31
311727,Monreal/Elo,31
311733,Monteagudo,31
311748,Morentin,31
311751,Mues,31
311764,Murchante,31
311770,Murieta,31
311786,MurilloelCuende,31
311799,MurilloelFruto,31
311803,Muruzábal,31
311810,Navascués/Nabaskoze,31
311825,Nazar,31
311831,Obanos,31
311846,Oco,31
311859,Ochagavía/Otsagabia,31
311862,Odieta,31
311878,Oiz,31
311884,Olaibar,31
311897,Olazti/Olazagutía,31
311901,Olejua,31
311918,Olite/Erriberri,31
311923,Olóriz/Oloritz,31
311939,CendeadeOlza/OltzaZendea,31
311944,ValledeOllo/Ollaran,31
311957,Orbaizeta,31
311960,Orbara,31
311976,Orísoain,31
311982,Oronz/Orontze,31
311995,Oroz-Betelu/Orotz-Betelu,31
312009,Oteiza,31
312016,Pamplona/Iruña,31
312021,Peralta/Azkoien,31
312037,PetilladeAragón,31
312042,Piedramillera,31
312055,Pitillas,31
312068,PuentelaReina/Gares,31
312074,Pueyo/Puiu,31
312080,Ribaforada,31
312093,Romanzado/Erromantzatua,31
312107,Roncal/Erronkari,31
312114,Orreaga/Roncesvalles,31
312129,Sada,31
312135,Saldías,31
312140,SalinasdeOro/Jaitz,31
312153,SanAdrián,31
312166,Sangüesa/Zangoza,31
312172,SanMartíndeUnx,31
312191,Sansol,31
312205,Santacara,31
312212,Doneztebe/Santesteban,31
312227,Sarriés/Sartze,31
312233,Sartaguda,31
312248,Sesma,31
312251,Sorlada,31
312264,Sunbilla,31
312270,Tafalla,31
312286,Tiebas-MuruartedeReta,31
312299,Tirapu,31
312303,TorralbadelRío,31
312310,TorresdelRío,31
312325,Tudela,31
312331,Tulebras,31
312346,Ucar,31
312359,Ujué/Uxue,31
312362,Ultzama,31
312378,Unciti,31
312384,Unzué/Untzue,31
312397,Urdazubi/Urdax,31
312401,Urdiain,31
312418,UrraulAlto,31
312423,UrraulBajo,31
312439,Urroz-Villa,31
312444,Urroz,31
312457,Urzainqui/Urzainki,31
312460,Uterga,31
312476,Uztárroz/Uztarroze,31
312482,Luzaide/Valcarlos,31
312495,Valtierra,31
312508,Bera,31
312515,Viana,31
312520,Vidángoz/Bidankoze,31
312536,Bidaurreta,31
312541,Villafranca,31
312554,VillamayordeMonjardín,31
312567,Hiriberri/VillanuevadeAezkoa,31
312573,Villatuerta,31
312589,Villava/Atarrabia,31
312592,Igantzi,31
312606,ValledeYerri/Deierri,31
312613,Yesa,31
312628,Zabalza/Zabaltza,31
312634,Zubieta,31
312649,Zugarramurdi,31
312652,Zúñiga,31
319019,Barañáin/Barañain,31
319024,Berrioplano/Berriobeiti,31
319030,Berriozar,31
319045,Irurtzun,31
319058,Beriáin,31
319061,Orkoien,31
319077,ZizurMayor/ZizurNagusia,31
319083,Lekunberri,31
320013,Allariz,32
320028,Amoeiro,32
320034,Arnoia,A,32
320049,Avión,32
320052,Baltar,32
320065,Bande,32
320071,BañosdeMolgas,32
320087,Barbadás,32
320090,BarcodeValdeorras,O,32
320104,Beade,32
320111,Beariz,32
320126,Blancos,Os,32
320132,Boborás,32
320147,Bola,A,32
320150,Bolo,O,32
320163,CalvosdeRandín,32
320179,CarballedadeValdeorras,32
320185,CarballedadeAvia,32
320198,Carballiño,O,32
320202,Cartelle,32
320219,CastrelodoVal,32
320224,CastrelodeMiño,32
320230,CastroCaldelas,32
320245,Celanova,32
320258,Cenlle,32
320261,Coles,32
320277,Cortegada,32
320283,Cualedro,32
320296,ChandrexadeQueixa,32
320300,Entrimo,32
320317,Esgos,32
320322,XinzodeLimia,32
320338,Gomesende,32
320343,Gudiña,A,32
320356,Irixo,O,32
320369,XunqueiradeAmbía,32
320375,XunqueiradeEspadanedo,32
320381,Larouco,32
320394,Laza,32
320408,Leiro,32
320415,Lobeira,32
320420,Lobios,32
320436,Maceda,32
320441,Manzaneda,32
320454,Maside,32
320467,Melón,32
320473,Merca,A,32
320489,Mezquita,A,32
320492,Montederramo,32
320505,Monterrei,32
320512,Muíños,32
320527,NogueiradeRamuín,32
320533,Oímbra,32
320548,Ourense,32
320551,PadernedeAllariz,32
320564,Padrenda,32
320570,ParadadeSil,32
320586,PereirodeAguiar,O,32
320599,Peroxa,A,32
320603,Petín,32
320610,Piñor,32
320625,Porqueira,32
320631,PobradeTrives,A,32
320646,Pontedeva,32
320659,Punxín,32
320662,QuinteladeLeirado,32
320678,RairizdeVeiga,32
320684,Ramirás,32
320697,Ribadavia,32
320701,SanXoándeRío,32
320718,Riós,32
320723,Rúa,A,32
320739,Rubiá,32
320744,SanAmaro,32
320757,SanCibraodasViñas,32
320760,SanCristovodeCea,32
320776,Sandiás,32
320782,Sarreaus,32
320795,Taboadela,32
320809,Teixeira,A,32
320816,Toén,32
320821,Trasmiras,32
320837,Veiga,A,32
320842,Verea,32
320855,Verín,32
320868,VianadoBolo,32
320874,Vilamarín,32
320880,VilamartíndeValdeorras,32
320893,VilardeBarrio,32
320907,VilardeSantos,32
320914,Vilardevós,32
320929,VilariñodeConso,32
330019,Allande,33
330024,Aller,33
330030,Amieva,33
330045,Avilés,33
330058,BelmontedeMiranda,33
330061,Bimenes,33
330077,Boal,33
330083,Cabrales,33
330096,Cabranes,33
330100,Candamo,33
330117,CangasdelNarcea,33
330122,CangasdeOnís,33
330138,Caravia,33
330143,Carreño,33
330156,Caso,33
330169,Castrillón,33
330175,Castropol,33
330181,Coaña,33
330194,Colunga,33
330208,CorveradeAsturias,33
330215,Cudillero,33
330220,Degaña,33
330236,Franco,El,33
330241,Gijón,33
330254,Gozón,33
330267,Grado,33
330273,GrandasdeSalime,33
330289,Ibias,33
330292,Illano,33
330306,Illas,33
330313,Langreo,33
330328,Laviana,33
330334,Lena,33
330349,Valdés,33
330352,Llanera,33
330365,Llanes,33
330371,Mieres,33
330387,Morcín,33
330390,MurosdeNalón,33
330404,Nava,33
330411,Navia,33
330426,Noreña,33
330432,Onís,33
330447,Oviedo,33
330450,Parres,33
330463,PeñamelleraAlta,33
330479,PeñamelleraBaja,33
330485,Pesoz,33
330498,Piloña,33
330501,Ponga,33
330518,Pravia,33
330523,Proaza,33
330539,Quirós,33
330544,Regueras,Las,33
330557,Ribadedeva,33
330560,Ribadesella,33
330576,RiberadeArriba,33
330582,Riosa,33
330595,Salas,33
330609,SanMartíndelReyAurelio,33
330616,SanMartíndeOscos,33
330621,SantaEulaliadeOscos,33
330637,SanTirsodeAbres,33
330642,SantoAdriano,33
330655,Sariego,33
330668,Siero,33
330674,Sobrescobio,33
330680,Somiedo,33
330693,SotodelBarco,33
330707,TapiadeCasariego,33
330714,Taramundi,33
330729,Teverga,33
330735,Tineo,33
330740,Vegadeo,33
330753,VillanuevadeOscos,33
330766,Villaviciosa,33
330772,Villayón,33
330788,YernesyTameza,33
340014,AbarcadeCampos,34
340035,AbiadelasTorres,34
340040,AguilardeCampoo,34
340053,AlardelRey,34
340066,AlbadeCerrato,34
340091,AmayuelasdeArriba,34
340105,Ampudia,34
340112,Amusco,34
340127,Antigüedad,34
340151,Arconada,34
340170,Astudillo,34
340186,AutilladelPino,34
340199,AutillodeCampos,34
340203,Ayuela,34
340225,Baltanás,34
340231,VentadeBaños,34
340246,BaqueríndeCampos,34
340259,BárcenadeCampos,34
340278,BarruelodeSantullán,34
340284,BásconesdeOjeda,34
340297,BecerrildeCampos,34
340318,BelmontedeCampos,34
340323,Berzosilla,34
340339,BoadadeCampos,34
340344,BoadilladelCamino,34
340357,BoadilladeRioseco,34
340360,Brañosera,34
340376,BuenavistadeValdavia,34
340382,BustillodelaVega,34
340395,BustillodelPáramodeCarrión,34
340416,CalahorradeBoedo,34
340421,CalzadadelosMolinos,34
340455,Capillas,34
340468,CardeñosadeVolpejera,34
340474,CarrióndelosCondes,34
340480,CastildeVela,34
340493,CastrejóndelaPeña,34
340506,CastrillodeDonJuan,34
340513,CastrillodeOnielo,34
340528,CastrillodeVillavega,34
340534,Castromocho,34
340552,CervatosdelaCueza,34
340565,CerveradePisuerga,34
340571,CevicodelaTorre,34
340587,CevicoNavero,34
340590,Cisneros,34
340604,CobosdeCerrato,34
340611,CollazosdeBoedo,34
340626,CongostodeValdavia,34
340632,CordovillalaReal,34
340663,CubillasdeCerrato,34
340679,DehesadeMontejo,34
340685,DehesadeRomanos,34
340698,Dueñas,34
340702,EspinosadeCerrato,34
340719,EspinosadeVillagonzalo,34
340724,Frechilla,34
340730,FresnodelRío,34
340745,Frómista,34
340761,FuentesdeNava,34
340777,FuentesdeValdepero,34
340796,Grijota,34
340800,Guardo,34
340817,GuazadeCampos,34
340822,HérmedesdeCerrato,34
340838,HerreradePisuerga,34
340843,HerreradeValdecañas,34
340869,HontoriadeCerrato,34
340875,HornillosdeCerrato,34
340881,Husillos,34
340894,IterodelaVega,34
340915,Lagartos,34
340920,Lantadilla,34
340936,ViddeOjeda,La,34
340941,Ledigos,34
340967,Lomas,34
